ID,Language,Text,Category,Duration_Estimate,Audio_Filename
37,Telugu,నాకు ఈత కొట్టడం ఇష్టం,Preferences,5,telugu_037.mp3
92,Telugu,అతను చాలా దయగలవాడు,Stories,5,telugu_092.mp3
84,Telugu,వేయి,Numbers,2,telugu_084.mp3
55,Telugu,రేపు నా ప్రదర్శన ఉంది,Professional,6,telugu_055.mp3
51,Telugu,నేను ఇంజనీర్ని,Professional,4,telugu_051.mp3
71,Telugu,దయచేసి తలుపు మూసివేయండి,Instructions,6,telugu_071.mp3
47,Telugu,తుఫాను వస్తోంది,Weather,5,telugu_047.mp3
101,Telugu,మీరు నాకు చాలా గుర్తుకు వస్తున్నారు,Emotions,7,telugu_101.mp3
62,Telugu,నాకు ఇద్దరు సోదరులు ఉన్నారు,Family,6,telugu_062.mp3
102,Telugu,నేను చాలా సంతోషంగా ఉన్నాను,Emotions,6,telugu_102.mp3
