ID,Language,Text,Category,Duration_Estimate,Audio_Filename
70,Malayalam,എന്റെ കുടുംബം എന്നെ വളരെ സ്നേഹിക്കുന്നു,Family,8,malayalam_070.mp3
28,Malayalam,നിങ്ങൾക്ക് എന്നെ സഹായിക്കാൻ കഴിയുമോ?,Questions,8,malayalam_028.mp3
20,Malayalam,ഞാൻ കുളിക്കുന്നു,Daily Activities,4,malayalam_020.mp3
85,Malayalam,ഇന്ന് തിങ്കളാഴ്ചയാണ്,Time,5,malayalam_085.mp3
26,Malayalam,നിങ്ങൾ എന്താണ് ചെയ്യുന്നത്?,Questions,6,malayalam_026.mp3
74,Malayalam,ദയവായി കാത്തിരിക്കുക,Instructions,6,malayalam_074.mp3
50,Malayalam,ആലിപ്പഴം പെയ്യുന്നു,Weather,5,malayalam_050.mp3
14,Malayalam,ഞാൻ പുസ്തകം വായിക്കുന്നു,Daily Activities,6,malayalam_014.mp3
25,Malayalam,സമയം എത്രയായി?,Questions,4,malayalam_025.mp3
4,Malayalam,സുപ്രഭാതം,Greetings,3,malayalam_004.mp3
18,Malayalam,ഞാൻ ജോലി ചെയ്യുന്നു,Daily Activities,5,malayalam_018.mp3
39,Malayalam,എനിക്ക് സുഹൃത്തുക്കളെ കാണാൻ ഇഷ്ടമാണ്,Preferences,8,malayalam_039.mp3
9,Malayalam,ക്ഷമിക്കണം,Greetings,3,malayalam_009.mp3
82,Malayalam,പത്ത്,Numbers,2,malayalam_082.mp3
7,Malayalam,വീണ്ടും കാണാം,Greetings,4,malayalam_007.mp3
68,Malayalam,എന്റെ മകൻ വളരെ മിടുക്കനാണ്,Family,6,malayalam_068.mp3
37,Malayalam,എനിക്ക് നീന്താൻ ഇഷ്ടമാണ്,Preferences,5,malayalam_037.mp3
92,Malayalam,അദ്ദേഹം വളരെ ദയാലുവായിരുന്നു,Stories,7,malayalam_092.mp3
84,Malayalam,ആയിരം,Numbers,3,malayalam_084.mp3
55,Malayalam,നാളെ എന്റെ അവതരണം ഉണ്ട്,Professional,7,malayalam_055.mp3
51,Malayalam,ഞാൻ ഒരു എൻജിനീയറാണ്,Professional,6,malayalam_051.mp3
71,Malayalam,ദയവായി വാതിൽ അടയ്ക്കുക,Instructions,6,malayalam_071.mp3
47,Malayalam,കൊടുംകാറ്റ് വരുന്നു,Weather,5,malayalam_047.mp3
101,Malayalam,എനിക്ക് നിങ്ങളെ വളരെ മിസ് ചെയ്യുന്നു,Emotions,7,malayalam_101.mp3
62,Malayalam,എനിക്ക് രണ്ട് സഹോദരന്മാരുണ്ട്,Family,6,malayalam_062.mp3
102,Malayalam,ഞാൻ വളരെ സന്തോഷവാനാണ്,Emotions,6,malayalam_102.mp3
